title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future
Retirement savings reform is a good idea that both parties can get behind,2022-04-24T11:00:20Z,0,1,0,0,1,0,1,0,1
Iraq’s ancient buildings are being destroyed by climate change,2022-04-15T11:44:06Z,1,0,0,0,0,1,0,1,1
Best podcasts of the week: Cate Blanchett gets curious about climate change,2022-04-28T08:45:05Z,1,1,0,0,0,0,0,1,1
Dire warning on climate change ‘is being ignored’ amid war and economic turmoil,2022-04-03T07:45:13Z,1,0,1,0,0,1,0,1,1
How the climate crisis is changing Greenland’s weather,2022-04-28T05:00:03Z,1,0,0,0,0,0,0,1,1
IPCC: We can tackle climate change if big oil gets out of the way,2022-04-05T15:29:55Z,1,0,1,0,0,1,0,1,1
"High-carbon goods imported into UK should be subject to new tariffs, say MPs",2022-04-04T05:00:39Z,1,0,0,0,0,0,1,1,1
Northern Ireland faces loss of 1 million sheep and cattle to meet climate targets,2022-04-22T07:00:18Z,1,0,0,0,0,1,1,1,1
Wildfire smoke in Pacific north-west erasing reductions in emissions – study,2022-04-19T05:00:18Z,1,0,0,0,0,0,0,1,1
‘Mud-dipped masterpiece’: a creative approach to carbon farming conversations,2022-04-02T20:00:07Z,0,1,0,0,1,0,0,1,1
Why ‘eco-conscious’ fashion brands can continue to increase emissions,2022-04-09T07:00:06Z,1,0,1,0,0,1,0,1,1
"Catalan leaders targeted using NSO spyware, say cybersecurity experts",2022-04-18T15:29:40Z,1,0,1,0,0,0,0,1,1
Coalition axes $1.3bn armed drone program and redirects funds to cybersecurity,2022-04-01T04:40:55Z,0,0,1,0,1,0,0,1,1
"Boris Johnson must pay attention to basic cybersecurity rules, says security adviser",2022-04-19T19:02:48Z,1,0,1,0,0,0,0,1,0
"No 10 suspected of being target of NSO spyware attack, Boris Johnson ‘told’",2022-04-18T16:26:51Z,1,0,1,0,0,0,0,1,1
The Works forced to close some stores after cyber-attack,2022-04-05T07:15:05Z,1,0,0,0,0,0,0,1,1
US economy saw ‘unexpectedly severe’ drop in first three months of year ,2022-04-28T13:38:55Z,0,0,0,0,0,0,0,1,1
"Joe Biden must ditch ‘woke advisers’ to fix US economy, Mitt Romney says",2022-04-21T05:00:47Z,1,0,1,0,0,0,0,1,1
US economy shrinks unexpectedly; England and Wales insolvencies double; dollar at 20-year high – as it happened,2022-04-28T16:08:17Z,1,0,0,0,0,0,0,1,1
UK economy slows more than expected as car production slumps,2022-04-11T07:19:39Z,0,0,0,0,0,1,0,1,1
‘Economy wins wars’: the projects helping shoppers to support Ukraine,2022-04-10T08:22:11Z,0,1,0,0,0,0,1,1,1
How far-right figures like Ammon Bundy ccause chaos in US politics,2022-04-05T08:00:00Z,1,0,1,0,0,0,0,1,1
Pride and politics of Sheffield’s Park Hill ,2022-04-12T17:09:47Z,0,1,1,0,0,1,0,1,0
The deceitful and entitled rule politics | Observer letters,2022-04-17T05:00:21Z,0,0,1,0,0,1,0,1,1
"Power, politics and porn: the toxic cocktail that rocked Westminster",2022-04-30T18:05:59Z,1,0,1,0,0,1,0,1,1
Angela Rayner hits out at ‘sexism and misogyny’ in politics,2022-04-25T05:21:30Z,0,0,1,0,0,0,0,1,0
Ex-president of Honduras extradited to US on drugs charges,2022-04-21T20:35:23Z,0,0,1,0,0,0,0,1,1
Serbia ‘sliding towards autocracy’ as president secures second term,2022-04-21T05:45:46Z,1,0,1,0,0,1,0,1,1
Putin ally Alekperov resigns as president of Russia’s Lukoil,2022-04-21T12:06:26Z,0,0,1,0,0,0,0,1,1
Trump endorses Pence’s brother after sparring with ex-vice-president,2022-04-30T15:13:11Z,0,0,1,0,0,0,0,1,0
Is Brazil ready for the next incarnation of President Lula?,2022-04-30T14:43:46Z,1,1,0,0,0,0,0,1,1
Tell us: have you received any 2022 local election leaflets?,2022-05-03T10:29:56Z,0,0,0,0,1,0,0,1,0
Tell us: share your reaction to the 2022 Philippines election result,2022-05-10T10:20:50Z,0,0,0,0,0,0,0,1,1
Tell us: share your reaction to the 2022 UK local election results,2022-05-06T08:28:12Z,0,0,0,0,0,0,0,1,0
Tell us: share your reaction to the 2022 Northern Ireland assembly election result,2022-05-09T16:21:27Z,0,1,0,0,0,0,0,1,0
What the 2022 local election results tell us so far – the panel’s verdict | Polly Toynbee and others,2022-05-06T11:40:45Z,0,1,1,1,0,0,0,1,1
Ferdinand Marcos Jr triumphs in Philippines presidential election,2022-05-09T21:08:24Z,1,0,1,1,1,0,0,1,1
Colombia presidential election: leftist former guerrilla and populist outsider head to runoff,2022-05-29T23:45:35Z,1,1,1,0,0,0,0,1,1
Revealed: election conspiracy theorists work as election officials across Georgia,2022-05-13T11:32:07Z,1,0,1,0,0,0,0,1,1
He became a hero for halting Trump’s efforts to overturn the election. Will voters now punish him?,2022-05-19T11:00:17Z,1,0,0,0,0,0,0,1,1
Labour and wait for election results | Brief letters,2022-05-08T15:11:04Z,0,0,1,0,0,1,0,1,0
Labour and wait for election results | Brief letters,2022-05-08T15:11:04Z,0,0,1,0,0,0,0,1,0
Northern Ireland election 2022 live results: assembly seats and votes,2022-05-06T12:54:40Z,0,0,0,0,0,0,0,1,0
Australian election results 2022: live votes tracker and federal seat counts,2022-05-24T00:43:02Z,0,0,0,0,0,0,0,1,0
The Observer view on the meaning of the local election results | Editorial,2022-05-08T05:00:20Z,1,0,0,0,0,0,0,1,1
‘I wanted the Conservatives out’: readers on the local election results,2022-05-06T14:05:02Z,0,1,1,0,0,0,0,1,1
Treasury criticised for agreeing £500k spend on focus groups and polls ,2022-05-21T22:47:33Z,0,0,1,0,0,1,0,1,1
Byelections: will recent scandals at Westminster cause upsets at the polls?,2022-05-02T17:35:38Z,1,0,1,0,0,0,0,1,0
Final polls roll in as campaign hits home stretch – as it happened,2022-05-20T10:47:19Z,0,1,1,0,0,0,1,1,1
Jacinda Ardern acknowledges ‘difficult period’ as Labour party slumps again in polls ,2022-05-04T03:04:21Z,0,0,1,0,0,1,0,1,1
Australia election: voters to go to polls in battle of ‘bulldozer’ and ‘builder’,2022-05-20T02:12:52Z,0,0,0,0,0,0,1,1,1
Kherson’s military administrators to call for Russian annexation,2022-05-11T15:56:42Z,1,0,0,0,0,0,0,1,1
Military plane rushes baby formula to US health systems,2022-05-23T21:12:30Z,1,1,1,0,0,0,0,1,1
Sudan security forces clash with protesters against military coup,2022-05-24T11:17:58Z,1,0,1,0,0,1,0,1,1
Putin’s choices filled with peril on eve of Victory Day parade ,2022-05-07T15:53:03Z,1,0,0,0,0,1,0,1,1
‘Huge spike’ in global conflict caused record number of displacements in 2021,2022-05-19T06:00:12Z,1,0,0,0,0,1,0,1,1
Biden uses Defense Production Act to tackle US baby formula crisis,2022-05-19T18:13:06Z,1,0,1,0,0,0,0,1,1
"I warned national guard of possible coup, Trump defense secretary says",2022-05-06T06:00:08Z,1,0,1,0,0,0,0,1,1
"US unveils new sanctions on Russia, targeting services, media and defense industry",2022-05-08T16:00:05Z,0,0,1,0,0,0,0,1,1
Pressure grows for summer mini-budget amid recession fears ,2022-05-12T06:40:01Z,1,0,1,0,0,0,0,1,1
Defensive Starmer chokes at chance to own the curry | John Crace,2022-05-04T13:21:56Z,0,0,1,0,0,0,0,1,0
Military plane rushes baby formula to US health systems,2022-05-23T21:12:30Z,1,1,1,0,0,0,0,1,0
US intelligence told to keep quiet over role in Ukraine military triumphs,2022-05-07T05:10:23Z,1,0,0,0,0,0,0,1,1
Top Gun for hire: why Hollywood is the US military’s best wingman,2022-05-26T15:00:05Z,0,0,1,0,0,0,0,1,1
Kherson’s military administrators to call for Russian annexation,2022-05-11T15:56:42Z,1,0,0,0,0,0,0,1,1
Sudan security forces clash with protesters against military coup,2022-05-24T11:17:58Z,1,0,1,0,0,1,0,1,1
The threat facing humanities and the arts  | Letters,2022-05-11T15:09:23Z,1,0,1,0,0,1,0,1,1
UK nuclear power stations’ decommissioning cost soars to £23.5bn,2022-05-20T05:00:41Z,1,0,1,0,0,0,0,1,1
Ireland condemns Russian TV for nuclear attack simulation,2022-05-03T21:56:18Z,1,0,1,0,0,0,0,1,1
DUP’s Jeffrey Donaldson criticised over Stormont boycott threat,2022-05-04T12:24:20Z,1,0,1,0,0,0,0,1,1
Revealed: Russia-linked superyachts ‘going dark’ to avoid sanctions threat,2022-05-28T14:15:47Z,1,0,1,0,0,0,0,1,0
Millions risk losing US healthcare when Covid emergency declaration expires,2022-05-26T09:00:00Z,1,0,1,0,0,1,0,1,1
Tell us: what is your experience of women’s healthcare in England?,2022-05-26T11:11:43Z,1,0,1,0,0,0,0,1,0
‘We don’t feel it’s safe’: the systemic failures in rural healthcare,2022-05-07T20:00:09Z,1,0,1,0,0,1,0,1,1
Are Canadians being driven to assisted suicide by poverty or healthcare crisis?,2022-05-11T09:30:30Z,0,0,1,0,0,1,0,1,1
UK healthcare workers: how has the cost of living crisis affected your work?,2022-05-18T10:35:39Z,1,0,0,0,0,0,0,1,1
"North Korea on brink of Covid-19 catastrophe, say experts",2022-05-17T12:35:33Z,1,0,0,0,0,1,0,1,1
New Zealand prime minister Jacinda Ardern tests positive for Covid-19,2022-05-13T23:25:19Z,0,0,0,0,0,0,0,1,0
We need a definitive exit from our Covid-19 pandemic. Here’s the roadmap | Eric Topol,2022-05-16T10:13:31Z,1,0,1,0,0,1,0,1,1
A million have died of Covid-19 in America. How did this happen? | Ross Barkan,2022-05-18T10:10:47Z,1,0,1,0,0,1,0,1,1
Hepatitis cases rising among children globally but cause remains a mystery,2022-05-23T06:00:10Z,1,0,0,0,0,0,0,1,1
Is the great pandemic parcel boom finally over?  | Zoe Williams,2022-05-23T14:51:29Z,0,0,0,0,0,0,0,1,1
"Environmental toxins are worsening obesity pandemic, say scientists",2022-05-19T15:51:33Z,1,0,1,0,0,1,0,1,1
‘We kept our beards’: Oberammergau’s passion play emerges from pandemic,2022-05-14T07:00:02Z,1,1,0,1,0,0,0,1,1
The Sadness review – unapologetically yucky gorefest turns into pandemic allegory,2022-05-17T10:00:04Z,1,0,1,0,0,1,0,1,0
Business class travel helps post-pandemic airline sales take off ,2022-05-06T15:38:28Z,0,1,0,0,0,0,1,1,0
US air force academy cadets denied commission over vaccine refusal,2022-05-21T21:27:33Z,0,0,1,0,0,0,0,1,0
Members of vaccine taskforce to be reassigned to HRT crisis,2022-05-05T17:35:46Z,1,1,1,0,0,0,0,1,1
Piers Corbyn fined over ‘murder’ claim at Covid vaccine clinic,2022-05-06T18:09:49Z,0,0,1,0,0,0,0,1,0
NSW considers making flu vaccine free as ambulance demand reaches unprecedented levels,2022-05-24T05:11:24Z,1,0,0,0,0,0,0,1,1
High-risk people eligible for second Covid booster vaccine under new Australian guidelines,2022-05-25T05:28:42Z,1,0,0,0,0,0,0,1,1
"Adventurous play boosts children’s mental health, study finds",2022-05-20T11:27:27Z,1,1,0,0,0,0,0,1,1
Reforms to mental health services are long overdue | Letter,2022-05-09T15:11:45Z,0,0,1,0,0,1,0,1,0
Schools need urgent funding to tackle child mental health crisis | Letters,2022-05-25T15:27:05Z,1,0,1,0,0,1,0,1,1
New Order singer criticises ‘ludicrous’ NHS mental health waiting lists,2022-05-18T18:35:00Z,1,0,1,0,0,1,0,1,0
Studies on nature’s mental health benefits show ‘massive’ western bias,2022-05-06T19:45:11Z,0,0,0,0,0,0,0,1,0
Sri Lanka’s PM resigns after weeks of protests over economic crisis,2022-05-09T13:57:37Z,1,0,1,0,0,1,0,1,1
Lebanon votes in first national election since onset of economic crisis,2022-05-15T17:29:03Z,1,0,1,0,0,1,0,1,1
‘People are going to die’: crisis-hit Sri Lanka runs out of medicine,2022-05-31T01:00:04Z,1,0,1,0,0,1,0,1,1
Crisis? What crisis? It’s hard to keep up | Brief letters,2022-05-02T16:07:53Z,0,0,1,0,0,1,0,1,1
The Observer view on the cost of living crisis | Observer editorial,2022-05-01T05:00:15Z,1,0,1,0,0,1,0,1,1
US stock markets fall sharply as investors worry about recession,2022-05-19T00:41:07Z,1,0,0,0,0,0,0,1,1
Global stock markets fall sharply amid fears over inflation and China slowdown,2022-05-09T14:22:05Z,1,0,0,0,0,0,0,1,1
Why Britain’s housing market is crumbling | Letters,2022-05-17T16:52:53Z,0,0,1,0,0,1,0,1,1
Time for A-Leagues to take stock after calamitous and underwhelming season | Joey Lynch,2022-05-30T17:30:04Z,0,1,0,0,0,1,0,1,0
UK pharmacists to offer alternatives to out of stock HRT products,2022-05-20T23:01:03Z,1,1,1,0,0,0,0,1,0
Soaring inflation is a symptom of ‘free market’ orthodoxy | Letter,2022-05-27T17:32:01Z,0,0,1,0,0,1,0,1,1
Retail sales in Great Britain jump despite soaring inflation,2022-05-20T07:41:02Z,0,1,0,0,0,0,0,1,1
Recession: the price Britain will pay to control inflation,2022-05-05T15:15:01Z,1,0,0,0,0,1,0,1,1
Wagamama owner warns food and drink inflation could hit 10%,2022-05-24T12:08:06Z,1,0,1,0,0,0,0,1,1
B&Q owner Kingfisher ‘managing inflation’ as DIY demand continues,2022-05-23T08:31:05Z,0,1,0,0,0,0,1,1,0
Boris Johnson says UK ‘not necessarily’ heading for recession,2022-05-27T11:54:23Z,1,1,0,0,0,0,0,1,1
Pressure grows for summer mini-budget amid recession fears ,2022-05-12T06:40:01Z,1,0,0,0,0,0,0,1,1
Recession: the price Britain will pay to control inflation,2022-05-05T15:15:01Z,1,0,0,0,0,1,0,1,1
US stock markets fall sharply as investors worry about recession,2022-05-19T00:41:07Z,1,0,0,0,0,0,0,1,1
"Stocks, oil and bitcoin hit by recession worries – as it happened",2022-05-09T13:59:37Z,1,0,0,0,0,1,0,1,1
Four in five people in the UK believe in being ‘woke’ to race and social justice,2022-05-01T06:00:16Z,0,1,0,0,1,0,0,0,0
Lincoln Crowley appointed Australia’s first Indigenous supreme court justice,2022-05-27T01:32:10Z,0,1,1,1,0,0,0,0,0
The Guardian view on the Covid inquiry: looking for justice | Editorial,2022-05-08T17:25:06Z,1,0,1,0,0,0,0,1,1
‘Always a possibility of change’: incarcerated teens seek justice as adults,2022-05-26T05:32:01Z,1,1,1,0,0,1,0,1,1
‘Ella’s law’ bill seeks to establish right to clean air in UK,2022-05-20T05:00:42Z,1,1,1,0,0,0,0,0,1
Biden signs police reform executive order on anniversary of George Floyd’s murder,2022-05-25T23:51:12Z,1,1,1,1,1,1,0,1,1
Visa rules for trainee GPs need urgent reform | Letter,2022-05-19T16:46:57Z,0,0,1,0,0,1,0,1,1
Tony Burke vows to ‘fix’ parliament as crossbench demands reform,2022-05-24T17:30:13Z,0,1,1,0,0,0,0,1,0
From lock-up to sobering up: Victoria grapples with public drunkenness reform,2022-05-14T20:00:10Z,1,0,1,0,0,0,0,1,1
‘Poverty-level wages’: California workers fight to reform nursing homes ,2022-05-04T09:00:03Z,0,0,1,0,0,1,0,1,1
UK finance ‘faces £340bn in losses’ without action on climate change,2022-05-24T11:48:32Z,1,0,0,0,0,1,0,1,1
Vanuatu’s push for legal protection from climate change wins crucial support,2022-05-10T21:00:15Z,1,1,0,0,0,0,0,1,1
Biden praises Ardern for ‘galvanising action’ on gun control and climate change,2022-05-31T22:34:05Z,1,1,1,0,0,1,0,1,1
Australia’s rightwing government weaponised climate change – now it has faced its reckoning,2022-05-22T08:45:48Z,0,1,1,0,0,0,0,1,1
Pitting bands against each other won’t help the music industry fight climate change | Letter,2022-05-20T14:04:43Z,0,1,1,0,0,0,0,1,0
Qatar World Cup criticised for ‘problematic’ carbon footprint promises,2022-05-30T23:01:02Z,0,0,1,0,0,0,0,1,1
Greenhouse gas removal ‘not a silver bullet to achieve net zero’,2022-05-30T14:00:50Z,1,0,0,0,0,0,0,1,1
Johnson’s ‘jet zero’ plan unrealistic and may make UK miss CO2 targets – report,2022-05-16T09:40:42Z,0,0,1,0,0,0,0,1,1
Carbon bombs: Inside the 20 May Guardian Weekly,2022-05-18T08:00:44Z,1,0,1,0,0,0,0,1,1
MEPs call for 20% reduction in car emissions by 2025,2022-05-11T16:44:09Z,0,0,0,0,0,0,1,1,1
UK cybersecurity unit tackles record number of online scams in 2021,2022-05-10T05:00:29Z,1,1,0,0,0,0,0,1,0
Use of Pegasus spyware on Spain’s politicians causing ‘crisis of democracy’,2022-05-15T15:15:51Z,1,0,1,0,0,1,0,1,1
Clinton lawyer acquitted of lying to FBI when he briefed them on Trump-Russia links – as it happened,2022-05-31T20:07:16Z,1,1,1,0,0,1,0,1,1
"Russian hackers targeting opponents of Ukraine invasion, warns GCHQ chief",2022-05-10T08:58:16Z,1,0,0,0,0,0,0,1,1
Security warnings at UK nuclear facilities hit 12-year high as inspections fall,2022-05-26T09:47:29Z,1,0,0,0,0,0,0,1,1
Biden pitches Democrats as saviors for US economy ahead of midterm elections,2022-05-23T07:00:11Z,1,0,1,0,0,0,0,1,1
Chief BoE economist: we’ll squeeze economy more to tame inflation ,2022-05-20T12:03:15Z,1,0,0,0,0,0,0,1,1
This age of inflation reveals the sickness ailing Britain’s economy: rentier capitalism | William Davies,2022-05-30T07:00:22Z,0,0,1,0,0,1,0,1,1
Tony Blair tells Starmer to drop ‘woke’ politics and focus on economy,2022-05-13T05:01:23Z,1,0,0,0,0,0,1,1,1
‘Nature doesn’t fix itself fast’: Greenland weighs up economy v climate crisis,2022-05-07T07:00:27Z,1,1,0,0,0,0,0,1,1
Maduro glimpses political lifeline as US rethinks Venezuela policy,2022-05-19T09:15:15Z,0,1,1,0,0,1,0,1,1
Beijing accuses US of ‘political manipulation’ in latest Taiwan row,2022-05-10T17:54:39Z,1,0,1,0,0,0,0,1,1
Australia election: 10 lessons UK politics can learn,2022-05-24T10:45:41Z,0,1,1,1,0,0,0,1,1
Philippines election result is a win for dynasty politics,2022-05-26T04:00:03Z,1,0,1,0,0,0,0,1,1
Vladimir by Julia May Jonas review – slippery sexual politics,2022-05-23T06:00:10Z,0,0,0,0,0,1,0,1,0
"Leonid Kravchuk, first president of Ukraine, dies aged 88",2022-05-10T20:49:29Z,0,0,0,0,0,1,0,1,1
New era for Philippines as Ferdinand Marcos Jr proclaimed president,2022-05-25T17:21:35Z,1,0,1,0,0,0,0,1,1
"Sushi, Pacific lobster … cheeseburgers: Japanese food fit for a president",2022-05-23T13:50:05Z,0,0,0,0,0,0,0,1,0
Biden and South Korean president mull expanding joint military exercises,2022-05-21T10:18:52Z,1,0,0,0,0,0,0,1,1
Rwanda president suggests UK extradite genocide suspects after asylum deal,2022-05-16T13:32:50Z,0,0,1,0,0,0,0,1,1
Republicans seek to install ‘permanent election integrity infrastructure’ across US,2022-06-30T10:00:36Z,1,0,1,0,0,0,0,1,1
The ‘big lie’ advocates threatening free and fair elections across the US,2022-06-15T14:12:55Z,1,0,1,0,0,0,0,1,1
Election guru Lynton Crosby attending PM’s morning meetings,2022-06-17T05:00:01Z,0,0,1,0,0,0,0,1,1
US supreme court case could give state politicians huge power over elections,2022-06-30T19:05:48Z,1,0,1,0,0,0,0,1,1
‘Farmgate’ threatens Cyril Ramaphosa’s South Africa re-election bid,2022-06-17T16:31:41Z,1,0,1,0,0,0,0,1,1
Republicans who aided coup attempt sought blanket presidential pardons,2022-06-24T01:27:44Z,1,0,1,0,0,0,0,1,1
Blind Kenyan singer goes to court over rejected presidential candidacy,2022-06-16T10:14:37Z,0,0,1,0,0,1,0,1,0
Trump lawyer John Eastman sought presidential pardon after January 6,2022-06-16T21:52:33Z,1,0,1,0,0,0,0,1,1
Capitol attack pardon revelations could spell doom for Trump and allies,2022-06-12T08:00:43Z,1,0,1,0,0,0,0,1,1
"Biden Saudi visit is ‘presidential pardon for murder’, says ex-spy chief’s son",2022-06-16T18:27:49Z,1,0,1,0,0,1,0,1,1
Republican party building an ‘army’ to overturn election results – report,2022-06-01T16:08:43Z,1,0,1,0,0,0,0,1,1
"After the election results in California, the left must organize and fight | Ben Davis",2022-06-10T13:12:26Z,1,0,1,0,0,1,0,1,1
‘They wanted one of their own’: western Sydney election results show power of hyper-local politics,2022-06-02T17:30:07Z,0,0,1,0,0,1,1,1,0
Beware delays in monkeypox test results | Letters,2022-06-22T17:23:56Z,1,0,1,0,0,1,0,1,0
Is Australia’s election result a teal revolution or an old story of centre-right flight? | Van Badham,2022-06-01T02:58:31Z,0,0,0,0,0,0,0,1,1
Boris Johnson faces double verdict as polls open in byelections,2022-06-23T06:00:39Z,1,0,0,0,0,0,0,1,1
Boris Johnson’s future in the frame as polls close in byelections,2022-06-24T00:54:02Z,1,0,0,0,0,0,0,1,1
‘Startling’: Queensland independent polls second in Groom with only 8.3% of primary vote,2022-06-15T17:30:37Z,0,1,0,0,0,0,0,1,0
"Nearly half of Republicans think US has to live with mass shootings, poll finds",2022-06-06T22:31:31Z,1,1,1,0,0,1,0,1,1
"As France goes to the polls, voters are asking: who really is Emmanuel Macron? | Marion Van Renterghem",2022-06-12T11:00:46Z,1,0,0,0,0,0,0,1,1
Ukrainian spouses in Gaza suffer from double conflict,2022-06-27T07:10:44Z,1,0,0,0,0,1,0,1,1
The big idea: is a world without violent conflict really possible?,2022-06-06T11:30:33Z,1,1,0,0,0,1,0,1,1
"US to increase military forces across Europe, Joe Biden announces",2022-06-29T17:47:51Z,1,0,1,0,0,0,0,1,1
100 days of war in Ukraine: how the conflict has developed,2022-06-01T09:02:09Z,1,0,1,0,0,0,0,1,1
"Germany must ‘normalise’ relationship with military, says SPD co-leader",2022-06-21T15:30:21Z,1,0,0,0,0,0,0,1,1
Colbert on Trump’s ‘election defense fund’: ‘The whole thing was a grift’,2022-06-15T15:20:41Z,0,0,1,0,0,0,0,1,0
The ‘big rip-off’: how Trump exploited his fans with ‘election defense’ fund ,2022-06-18T07:00:12Z,1,0,1,0,0,1,0,1,0
Ukraine’s forces remain on the defensive in the eastern Donbas region – as it happened ,2022-06-20T00:05:45Z,1,1,1,1,0,0,0,1,1
Boris Johnson faces tax questions after signalling defence budget rise,2022-06-30T19:30:05Z,1,0,1,0,0,0,0,1,1
NSW state budget 2022: lessons learned from Coalition election losses,2022-06-21T02:17:27Z,0,1,0,0,0,0,1,1,1
"US to increase military forces across Europe, Joe Biden announces",2022-06-29T17:47:51Z,1,0,1,0,0,0,0,1,1
"Germany must ‘normalise’ relationship with military, says SPD co-leader",2022-06-21T15:30:21Z,1,0,0,0,0,0,0,1,1
The sailor who turned the tide on HIV in the military,2022-06-12T11:00:47Z,1,0,1,1,0,1,0,1,1
At least 12 military bases contaminating water supply with toxic PFAS,2022-06-06T10:00:32Z,1,0,1,0,0,0,0,1,1
Shadowy Strava users spy on Israeli military with fake routes in bases,2022-06-21T04:00:26Z,1,0,1,0,0,0,0,1,1
"Russia to send Belarus nuclear-capable missiles within months, as G7 leaders gather in Germany",2022-06-26T01:03:39Z,1,0,1,0,0,0,0,1,1
Iran and US ready to restart talks on nuclear deal,2022-06-25T16:37:33Z,1,1,0,0,0,0,0,1,1
Iran accused of making ‘maximalist demands’ in nuclear deal talks,2022-06-30T19:05:52Z,1,0,1,0,0,1,0,1,1
Global nuclear arsenal expected to grow for first time in decades,2022-06-13T09:33:19Z,1,0,1,0,0,1,0,1,1
Falling NHS continuity of care poses ‘existential threat’ to patient safety,2022-06-29T05:00:31Z,1,0,1,0,0,1,0,1,1
"US could have saved 338,000 lives from Covid with universal healthcare, study finds",2022-06-16T12:36:21Z,1,0,1,0,0,1,0,1,1
More healthcare to go online in England under digitisation plan,2022-06-29T07:47:56Z,0,1,0,0,0,0,0,1,1
Australia’s doctor deserts: see how your suburb compares in access to healthcare,2022-06-26T17:30:50Z,1,0,1,0,0,1,0,1,1
‘Blood on their hands’: world’s medics condemn US overturn of abortion rights,2022-06-24T16:30:39Z,1,0,1,0,0,1,0,1,1
"Daniel Andrews tells private healthcare groups wanting $3,000 staff bonuses to pay their own rewards",2022-06-13T08:35:44Z,0,0,1,0,0,0,0,1,0
Delayed public inquiry into UK’s Covid-19 response opens,2022-06-28T16:37:21Z,0,0,1,1,0,0,0,1,1
US Covid-19 vaccine rollout for under-fives must overcome hesitancy,2022-06-26T07:00:38Z,1,1,0,0,0,0,0,1,1
Wimbledon reviews Covid-19 protocols after Berrettini is forced out by virus,2022-06-28T19:07:03Z,1,0,0,0,0,1,0,1,0
‘Chaos’: Australian doctors call for renewed focus on Covid-19 as winter sets in,2022-06-09T17:30:37Z,1,0,1,0,0,1,0,1,1
"Dogs may be better at detecting Covid-19 than nasal PCR tests, study finds",2022-06-02T15:45:02Z,0,1,0,0,1,0,0,1,0
Pound falls to lowest level since pandemic crash,2022-06-14T17:29:18Z,1,0,0,0,0,0,0,1,1
Is the Covid pandemic finally nearing its end? | Aris Katzourakis,2022-06-01T07:00:10Z,1,0,0,0,0,0,0,1,1
Wayfinder review – pandemic dream quest through Britain’s mythic landscape,2022-06-27T10:00:09Z,1,0,0,0,0,1,0,1,0
Bilderberg reconvenes in person after two-year pandemic gap,2022-06-04T21:52:58Z,1,0,0,0,0,0,0,1,1
Back to union-bashing: government is now openly aggressive | Larry Elliott,2022-06-23T11:01:11Z,0,0,1,0,0,0,0,1,1
Moderna to build UK’s first mRNA vaccine research and manufacturing centre,2022-06-22T14:52:01Z,0,1,0,0,1,0,1,0,1
US Covid-19 vaccine rollout for under-fives must overcome hesitancy,2022-06-26T07:00:38Z,1,1,0,0,0,0,0,1,1
‘You get goosebumps from the data’: hopes rise for new malaria vaccine,2022-06-27T06:15:04Z,1,1,1,1,0,0,0,1,1
Ted Cruz bashes new Sesame Street video discussing Covid vaccine for children,2022-06-29T13:35:13Z,0,0,1,0,0,0,0,1,0
Trials of new Covid vaccine raise hopes of once-a-year booster,2022-06-08T17:55:12Z,0,1,0,0,0,0,0,1,1
"In my school, as in others, there are not the funds to support children | Letter",2022-06-01T16:52:31Z,1,0,1,0,0,1,0,1,1
Warnings of mental health crisis among ‘Covid generation’ of students,2022-06-27T23:01:04Z,1,0,0,0,0,1,0,1,1
Coroner issues warning on NHS mental health services after girl’s suicide,2022-06-29T10:44:06Z,1,0,1,0,0,1,0,1,1
"UK is failing fostered children with mental health problems, warns charity",2022-06-26T08:00:39Z,0,0,1,0,0,1,0,1,1
 Victoria to conduct review into coercive practices in mental health system,2022-06-23T05:26:14Z,1,1,1,0,0,1,0,1,0
Ukraine more than doubles interest rates as it fights economic crisis,2022-06-02T16:58:36Z,1,0,0,0,0,1,0,1,1
Young people in the UK: how has the pandemic and economic crisis affected you?,2022-06-01T15:06:27Z,1,0,0,0,0,0,0,1,1
We face a global economic crisis. And no one knows what to do about it,2022-06-18T16:00:22Z,1,0,0,0,0,1,0,1,1
The Observer view on Britain’s dire economic outlook | Observer editorial,2022-06-12T07:28:47Z,1,0,1,0,0,1,0,1,1
"Strikes, inflation, slump... back to the 70s? More like the unwinding of Thatcherism | Will Hutton",2022-06-19T08:30:03Z,1,1,1,0,0,1,0,1,1
Stock markets plunge again as flurry of interest rate hikes fuels recession fears,2022-06-17T04:49:02Z,1,0,0,0,0,0,0,1,1
Global stock markets head for steepest weekly fall since 2020 as recession fears rise – as it happened,2022-06-17T12:19:43Z,1,0,0,0,0,1,0,1,1
‘Stakes never higher’: energy board releases capacity market blueprint,2022-06-19T17:30:14Z,1,0,0,0,0,0,0,1,1
Global energy price cap: market manipulation whose time has come?,2022-06-28T15:11:48Z,1,0,1,0,0,0,0,1,1
Bitcoin withdrawals temporarily suspended in volatile day for crypto market,2022-06-13T16:39:42Z,1,0,0,0,0,0,0,1,1
Fight against inflation raises spectre of global recession,2022-06-17T16:00:43Z,1,0,0,0,0,0,0,1,1
"Inflation could push English councils into bankruptcy, say leaders",2022-06-27T23:01:03Z,1,0,1,0,0,1,0,1,1
Soaring inflation pushes UK borrowing to £14bn in May,2022-06-23T08:22:22Z,1,0,0,0,0,0,0,1,1
