title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future,sp500_close_today,sp500_close_next_day,sp500_close_next_week,Next_Day_Change,Next_Week_Change,Next_Day_Status,Next_Week_Status
Capitol attack pardon revelations could spell doom for Trump and allies,2022-06-12,1,0,1,0,0,0,0,1,1,,[3749.62988281],,,,ללא שינוי,ללא שינוי
"Biden Saudi visit is ‘presidential pardon for murder’, says ex-spy chief’s son",2022-06-16,1,0,1,0,0,1,0,1,1,[3666.77001953],[3674.84008789],[3795.72998047],[8.07006836],[128.95996094],עלייה,עלייה
Republican party building an ‘army’ to overturn election results – report,2022-06-01,1,0,1,0,0,0,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
"After the election results in California, the left must organize and fight | Ben Davis",2022-06-10,1,0,1,0,0,1,0,1,1,[3900.86010742],,[3674.84008789],,[-226.02001953],ללא שינוי,ירידה
‘They wanted one of their own’: western Sydney election results show power of hyper-local politics,2022-06-02,0,0,1,0,0,1,1,1,0,[4176.81982422],[4108.54003906],[4017.82006836],[-68.27978516],[-158.99975586],ירידה,ירידה
Beware delays in monkeypox test results | Letters,2022-06-22,1,0,1,0,0,1,0,1,0,[3759.88989258],[3795.72998047],[3818.83007812],[35.84008789],[58.94018555],עלייה,עלייה
Is Australia’s election result a teal revolution or an old story of centre-right flight? | Van Badham,2022-06-01,0,0,0,0,0,0,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
Boris Johnson faces double verdict as polls open in byelections,2022-06-23,1,0,0,0,0,0,0,1,1,[3795.72998047],[3911.73999023],[3785.37988281],[116.01000977],[-10.35009766],עלייה,ירידה
Boris Johnson’s future in the frame as polls close in byelections,2022-06-24,1,0,0,0,0,0,0,1,1,[3911.73999023],,[3825.33007812],,[-86.40991211],ללא שינוי,ירידה
‘Startling’: Queensland independent polls second in Groom with only 8.3% of primary vote,2022-06-15,0,1,0,0,0,0,0,1,0,[3789.98999023],[3666.77001953],[3759.88989258],[-123.2199707],[-30.10009766],ירידה,ירידה
"Nearly half of Republicans think US has to live with mass shootings, poll finds",2022-06-06,1,1,1,0,0,1,0,1,1,[4121.43017578],[4160.68017578],[3749.62988281],[39.25],[-371.80029297],עלייה,ירידה
"As France goes to the polls, voters are asking: who really is Emmanuel Macron? | Marion Van Renterghem",2022-06-12,1,0,0,0,0,0,0,1,1,,[3749.62988281],,,,ללא שינוי,ללא שינוי
Ukrainian spouses in Gaza suffer from double conflict,2022-06-27,1,0,0,0,0,1,0,1,1,[3900.11010742],[3821.55004883],,[-78.56005859],,ירידה,ללא שינוי
The big idea: is a world without violent conflict really possible?,2022-06-06,1,1,0,0,0,1,0,1,1,[4121.43017578],[4160.68017578],[3749.62988281],[39.25],[-371.80029297],עלייה,ירידה
"US to increase military forces across Europe, Joe Biden announces",2022-06-29,1,0,1,0,0,0,0,1,1,[3818.83007812],[3785.37988281],[3845.08007812],[-33.45019531],[26.25],ירידה,עלייה
100 days of war in Ukraine: how the conflict has developed,2022-06-01,1,0,1,0,0,0,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
"Germany must ‘normalise’ relationship with military, says SPD co-leader",2022-06-21,1,0,0,0,0,0,0,1,1,[3764.79003906],[3759.88989258],[3821.55004883],[-4.90014648],[56.76000977],ירידה,עלייה
Colbert on Trump’s ‘election defense fund’: ‘The whole thing was a grift’,2022-06-15,0,0,1,0,0,0,0,1,0,[3789.98999023],[3666.77001953],[3759.88989258],[-123.2199707],[-30.10009766],ירידה,ירידה
The ‘big rip-off’: how Trump exploited his fans with ‘election defense’ fund ,2022-06-18,1,0,1,0,0,1,0,1,0,,,,,,ללא שינוי,ללא שינוי
Ukraine’s forces remain on the defensive in the eastern Donbas region – as it happened ,2022-06-20,1,1,1,1,0,0,0,1,1,,[3764.79003906],[3900.11010742],,,ללא שינוי,ללא שינוי
Boris Johnson faces tax questions after signalling defence budget rise,2022-06-30,1,0,1,0,0,0,0,1,1,[3785.37988281],[3825.33007812],[3902.62011719],[39.95019531],[117.24023438],עלייה,עלייה
NSW state budget 2022: lessons learned from Coalition election losses,2022-06-21,0,1,0,0,0,0,1,1,1,[3764.79003906],[3759.88989258],[3821.55004883],[-4.90014648],[56.76000977],ירידה,עלייה
"US to increase military forces across Europe, Joe Biden announces",2022-06-29,1,0,1,0,0,0,0,1,1,[3818.83007812],[3785.37988281],[3845.08007812],[-33.45019531],[26.25],ירידה,עלייה
"Germany must ‘normalise’ relationship with military, says SPD co-leader",2022-06-21,1,0,0,0,0,0,0,1,1,[3764.79003906],[3759.88989258],[3821.55004883],[-4.90014648],[56.76000977],ירידה,עלייה
The sailor who turned the tide on HIV in the military,2022-06-12,1,0,1,1,0,1,0,1,1,,[3749.62988281],,,,ללא שינוי,ללא שינוי
At least 12 military bases contaminating water supply with toxic PFAS,2022-06-06,1,0,1,0,0,0,0,1,1,[4121.43017578],[4160.68017578],[3749.62988281],[39.25],[-371.80029297],עלייה,ירידה
Shadowy Strava users spy on Israeli military with fake routes in bases,2022-06-21,1,0,1,0,0,0,0,1,1,[3764.79003906],[3759.88989258],[3821.55004883],[-4.90014648],[56.76000977],ירידה,עלייה
"Russia to send Belarus nuclear-capable missiles within months, as G7 leaders gather in Germany",2022-06-26,1,0,1,0,0,0,0,1,1,,[3900.11010742],,,,ללא שינוי,ללא שינוי
Iran and US ready to restart talks on nuclear deal,2022-06-25,1,1,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Iran accused of making ‘maximalist demands’ in nuclear deal talks,2022-06-30,1,0,1,0,0,1,0,1,1,[3785.37988281],[3825.33007812],[3902.62011719],[39.95019531],[117.24023438],עלייה,עלייה
Global nuclear arsenal expected to grow for first time in decades,2022-06-13,1,0,1,0,0,1,0,1,1,[3749.62988281],[3735.47998047],,[-14.14990234],,ירידה,ללא שינוי
Falling NHS continuity of care poses ‘existential threat’ to patient safety,2022-06-29,1,0,1,0,0,1,0,1,1,[3818.83007812],[3785.37988281],[3845.08007812],[-33.45019531],[26.25],ירידה,עלייה
"US could have saved 338,000 lives from Covid with universal healthcare, study finds",2022-06-16,1,0,1,0,0,1,0,1,1,[3666.77001953],[3674.84008789],[3795.72998047],[8.07006836],[128.95996094],עלייה,עלייה
More healthcare to go online in England under digitisation plan,2022-06-29,0,1,0,0,0,0,0,1,1,[3818.83007812],[3785.37988281],[3845.08007812],[-33.45019531],[26.25],ירידה,עלייה
Australia’s doctor deserts: see how your suburb compares in access to healthcare,2022-06-26,1,0,1,0,0,1,0,1,1,,[3900.11010742],,,,ללא שינוי,ללא שינוי
‘Blood on their hands’: world’s medics condemn US overturn of abortion rights,2022-06-24,1,0,1,0,0,1,0,1,1,[3911.73999023],,[3825.33007812],,[-86.40991211],ללא שינוי,ירידה
"Daniel Andrews tells private healthcare groups wanting $3,000 staff bonuses to pay their own rewards",2022-06-13,0,0,1,0,0,0,0,1,0,[3749.62988281],[3735.47998047],,[-14.14990234],,ירידה,ללא שינוי
Delayed public inquiry into UK’s Covid-19 response opens,2022-06-28,0,0,1,1,0,0,0,1,1,[3821.55004883],[3818.83007812],[3831.38989258],[-2.7199707],[9.83984375],ירידה,עלייה
US Covid-19 vaccine rollout for under-fives must overcome hesitancy,2022-06-26,1,1,0,0,0,0,0,1,1,,[3900.11010742],,,,ללא שינוי,ללא שינוי
Wimbledon reviews Covid-19 protocols after Berrettini is forced out by virus,2022-06-28,1,0,0,0,0,1,0,1,0,[3821.55004883],[3818.83007812],[3831.38989258],[-2.7199707],[9.83984375],ירידה,עלייה
‘Chaos’: Australian doctors call for renewed focus on Covid-19 as winter sets in,2022-06-09,1,0,1,0,0,1,0,1,1,[4017.82006836],[3900.86010742],[3666.77001953],[-116.95996094],[-351.05004883],ירידה,ירידה
"Dogs may be better at detecting Covid-19 than nasal PCR tests, study finds",2022-06-02,0,1,0,0,1,0,0,1,0,[4176.81982422],[4108.54003906],[4017.82006836],[-68.27978516],[-158.99975586],ירידה,ירידה
Pound falls to lowest level since pandemic crash,2022-06-14,1,0,0,0,0,0,0,1,1,[3735.47998047],[3789.98999023],[3764.79003906],[54.51000977],[29.31005859],עלייה,עלייה
Is the Covid pandemic finally nearing its end? | Aris Katzourakis,2022-06-01,1,0,0,0,0,0,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
Wayfinder review – pandemic dream quest through Britain’s mythic landscape,2022-06-27,1,0,0,0,0,1,0,1,0,[3900.11010742],[3821.55004883],,[-78.56005859],,ירידה,ללא שינוי
Bilderberg reconvenes in person after two-year pandemic gap,2022-06-04,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Back to union-bashing: government is now openly aggressive | Larry Elliott,2022-06-23,0,0,1,0,0,0,0,1,1,[3795.72998047],[3911.73999023],[3785.37988281],[116.01000977],[-10.35009766],עלייה,ירידה
Moderna to build UK’s first mRNA vaccine research and manufacturing centre,2022-06-22,0,1,0,0,1,0,1,0,1,[3759.88989258],[3795.72998047],[3818.83007812],[35.84008789],[58.94018555],עלייה,עלייה
US Covid-19 vaccine rollout for under-fives must overcome hesitancy,2022-06-26,1,1,0,0,0,0,0,1,1,,[3900.11010742],,,,ללא שינוי,ללא שינוי
‘You get goosebumps from the data’: hopes rise for new malaria vaccine,2022-06-27,1,1,1,1,0,0,0,1,1,[3900.11010742],[3821.55004883],,[-78.56005859],,ירידה,ללא שינוי
Ted Cruz bashes new Sesame Street video discussing Covid vaccine for children,2022-06-29,0,0,1,0,0,0,0,1,0,[3818.83007812],[3785.37988281],[3845.08007812],[-33.45019531],[26.25],ירידה,עלייה
Trials of new Covid vaccine raise hopes of once-a-year booster,2022-06-08,0,1,0,0,0,0,0,1,1,[4115.77001953],[4017.82006836],[3789.98999023],[-97.94995117],[-325.7800293],ירידה,ירידה
"In my school, as in others, there are not the funds to support children | Letter",2022-06-01,1,0,1,0,0,1,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
Warnings of mental health crisis among ‘Covid generation’ of students,2022-06-27,1,0,0,0,0,1,0,1,1,[3900.11010742],[3821.55004883],,[-78.56005859],,ירידה,ללא שינוי
Coroner issues warning on NHS mental health services after girl’s suicide,2022-06-29,1,0,1,0,0,1,0,1,1,[3818.83007812],[3785.37988281],[3845.08007812],[-33.45019531],[26.25],ירידה,עלייה
"UK is failing fostered children with mental health problems, warns charity",2022-06-26,0,0,1,0,0,1,0,1,1,,[3900.11010742],,,,ללא שינוי,ללא שינוי
 Victoria to conduct review into coercive practices in mental health system,2022-06-23,1,1,1,0,0,1,0,1,0,[3795.72998047],[3911.73999023],[3785.37988281],[116.01000977],[-10.35009766],עלייה,ירידה
Ukraine more than doubles interest rates as it fights economic crisis,2022-06-02,1,0,0,0,0,1,0,1,1,[4176.81982422],[4108.54003906],[4017.82006836],[-68.27978516],[-158.99975586],ירידה,ירידה
Young people in the UK: how has the pandemic and economic crisis affected you?,2022-06-01,1,0,0,0,0,0,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
We face a global economic crisis. And no one knows what to do about it,2022-06-18,1,0,0,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
The Observer view on Britain’s dire economic outlook | Observer editorial,2022-06-12,1,0,1,0,0,1,0,1,1,,[3749.62988281],,,,ללא שינוי,ללא שינוי
"Strikes, inflation, slump... back to the 70s? More like the unwinding of Thatcherism | Will Hutton",2022-06-19,1,1,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Stock markets plunge again as flurry of interest rate hikes fuels recession fears,2022-06-17,1,0,0,0,0,0,0,1,1,[3674.84008789],,[3911.73999023],,[236.89990234],ללא שינוי,עלייה
Global stock markets head for steepest weekly fall since 2020 as recession fears rise – as it happened,2022-06-17,1,0,0,0,0,1,0,1,1,[3674.84008789],,[3911.73999023],,[236.89990234],ללא שינוי,עלייה
‘Stakes never higher’: energy board releases capacity market blueprint,2022-06-19,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Global energy price cap: market manipulation whose time has come?,2022-06-28,1,0,1,0,0,0,0,1,1,[3821.55004883],[3818.83007812],[3831.38989258],[-2.7199707],[9.83984375],ירידה,עלייה
Bitcoin withdrawals temporarily suspended in volatile day for crypto market,2022-06-13,1,0,0,0,0,0,0,1,1,[3749.62988281],[3735.47998047],,[-14.14990234],,ירידה,ללא שינוי
Fight against inflation raises spectre of global recession,2022-06-17,1,0,0,0,0,0,0,1,1,[3674.84008789],,[3911.73999023],,[236.89990234],ללא שינוי,עלייה
"Inflation could push English councils into bankruptcy, say leaders",2022-06-27,1,0,1,0,0,1,0,1,1,[3900.11010742],[3821.55004883],,[-78.56005859],,ירידה,ללא שינוי
Soaring inflation pushes UK borrowing to £14bn in May,2022-06-23,1,0,0,0,0,0,0,1,1,[3795.72998047],[3911.73999023],[3785.37988281],[116.01000977],[-10.35009766],עלייה,ירידה
Inflation is hitting LGBTQ+ Americans harder – smart employers can help,2022-06-19,1,0,0,0,0,0,1,1,1,,,,,,ללא שינוי,ללא שינוי
Janet Yellen tells Congress US faces ‘unacceptable levels of inflation’,2022-06-07,1,0,0,0,0,0,0,1,1,[4160.68017578],[4115.77001953],[3735.47998047],[-44.91015625],[-425.20019531],ירידה,ירידה
UK economy’s stagnation increases chances of recession,2022-06-13,1,0,0,0,0,0,0,1,1,[3749.62988281],[3735.47998047],,[-14.14990234],,ירידה,ללא שינוי
Fight against inflation raises spectre of global recession,2022-06-17,1,0,0,0,0,1,0,1,1,[3674.84008789],,[3911.73999023],,[236.89990234],ללא שינוי,עלייה
Elon Musk says ‘inevitable’ US recession will probably come soon,2022-06-21,1,0,0,0,0,0,0,1,1,[3764.79003906],[3759.88989258],[3821.55004883],[-4.90014648],[56.76000977],ירידה,עלייה
Yellen says US recession not ‘inevitable’ but expects ‘economy to slow’ ,2022-06-19,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Stock markets plunge again as flurry of interest rate hikes fuels recession fears,2022-06-17,1,0,0,0,0,0,0,1,1,[3674.84008789],,[3911.73999023],,[236.89990234],ללא שינוי,עלייה
Jeremy Corbyn unites with direct action group Just Stop Oil,2022-06-16,1,1,1,0,0,0,0,1,1,[3666.77001953],[3674.84008789],[3795.72998047],[8.07006836],[128.95996094],עלייה,עלייה
Climate justice groups join British rail strike picket lines,2022-06-23,0,1,1,0,0,0,0,1,1,[3795.72998047],[3911.73999023],[3785.37988281],[116.01000977],[-10.35009766],עלייה,ירידה
Mike George obituary,2022-06-27,0,1,0,0,0,1,0,1,1,[3900.11010742],[3821.55004883],,[-78.56005859],,ירידה,ללא שינוי
Perverters of justice: the police officers sanctioned for misconduct,2022-06-01,1,0,1,0,0,1,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
"Journalist conviction in Zimbabwe a ‘travesty of justice’, say campaigners",2022-06-14,1,0,1,0,0,0,0,1,1,[3735.47998047],[3789.98999023],[3764.79003906],[54.51000977],[29.31005859],עלייה,עלייה
Republican brandishes private arsenal in House hearing on gun reform,2022-06-02,1,0,1,0,0,1,0,1,1,[4176.81982422],[4108.54003906],[4017.82006836],[-68.27978516],[-158.99975586],ירידה,ירידה
Boris Johnson’s former anti-corruption tsar calls for urgent lobbying reform,2022-06-12,0,0,1,0,0,0,0,1,1,,[3749.62988281],,,,ללא שינוי,ללא שינוי
‘We are destroying our future’: New Yorkers join gun reform protests,2022-06-11,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
High-stakes California races will decide LA mayor and San Francisco recall ,2022-06-07,1,0,1,0,0,0,0,1,1,[4160.68017578],[4115.77001953],[3735.47998047],[-44.91015625],[-425.20019531],ירידה,ירידה
"Scotland’s gender recognition reform is a ‘recipe for bad law’, say campaigners",2022-06-01,1,0,0,0,0,0,0,1,1,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
Earthly Order: ‘mercurial professor’ with urgent ideas on climate change,2022-06-30,1,1,0,0,0,0,0,1,1,[3785.37988281],[3825.33007812],[3902.62011719],[39.95019531],[117.24023438],עלייה,עלייה
New Zealand farmers propose paying for emissions to tackle climate change,2022-06-07,1,0,1,0,0,0,0,1,1,[4160.68017578],[4115.77001953],[3735.47998047],[-44.91015625],[-425.20019531],ירידה,ירידה
Octopus Energy’s Greg Jackson: ‘Climate change is no longer this vague thing’,2022-06-11,1,1,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
"Climate change role clear in many extreme events but social factors also key, study finds",2022-06-28,1,0,0,0,0,0,0,1,1,[3821.55004883],[3818.83007812],[3831.38989258],[-2.7199707],[9.83984375],ירידה,עלייה
"For 50 years, governments have failed to act on climate change. No more excuses | Christiana Figueres et al",2022-06-02,1,1,1,0,0,1,0,1,1,[4176.81982422],[4108.54003906],[4017.82006836],[-68.27978516],[-158.99975586],ירידה,ירידה
National Grid will pay households to shift electricity use to avoid blackouts,2022-06-27,1,1,0,0,0,0,1,1,1,[3900.11010742],[3821.55004883],,[-78.56005859],,ירידה,ללא שינוי
Foetus fronts legal challenge over emissions in South Korea,2022-06-24,1,0,1,0,0,0,0,1,1,[3911.73999023],,[3825.33007812],,[-86.40991211],ללא שינוי,ירידה
Chris Bowen to announce review of carbon credits system after expert labelled it a ‘fraud’,2022-06-29,0,0,1,0,0,0,0,1,1,[3818.83007812],[3785.37988281],[3845.08007812],[-33.45019531],[26.25],ירידה,עלייה
Emissions warning: calls to stop ‘skyrocketing’ land clearing in NSW,2022-06-30,1,0,1,0,0,1,0,1,1,[3785.37988281],[3825.33007812],[3902.62011719],[39.95019531],[117.24023438],עלייה,עלייה
"Climate impact of food miles three times greater than previously believed, study finds",2022-06-20,0,0,0,0,0,0,0,1,1,,[3764.79003906],[3900.11010742],,,ללא שינוי,ללא שינוי
The Undeclared War review – Enid Blyton could have written this cybersecurity drama,2022-06-30,1,1,0,0,0,1,0,1,0,[3785.37988281],[3825.33007812],[3902.62011719],[39.95019531],[117.24023438],עלייה,עלייה
Malaysian foreign minister says concerns remain about Aukus pact after meeting with Penny Wong,2022-06-28,1,0,0,0,0,0,0,1,1,[3821.55004883],[3818.83007812],[3831.38989258],[-2.7199707],[9.83984375],ירידה,עלייה
Boris Johnson promises Ukraine UK-led troop training scheme on Kyiv visit,2022-06-17,0,1,1,0,1,0,0,1,1,[3674.84008789],,[3911.73999023],,[236.89990234],ללא שינוי,עלייה
"£98m wasted on failed upgrade of offender tagging system, say auditors",2022-06-07,0,0,1,0,0,1,0,1,1,[4160.68017578],[4115.77001953],[3735.47998047],[-44.91015625],[-425.20019531],ירידה,ירידה
Trump says Clinton lawyer acquittal fuels 2024 election ambitions,2022-06-02,1,0,1,0,0,0,0,1,1,[4176.81982422],[4108.54003906],[4017.82006836],[-68.27978516],[-158.99975586],ירידה,ירידה
Yellen says US recession not ‘inevitable’ but expects ‘economy to slow’ ,2022-06-19,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
"To avoid ‘historic shellacking’ in midterms, Biden is promoting a sunny view of US economy ",2022-06-04,1,1,0,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Uber and Transport Workers’ Union strike agreement on gig economy employment standards,2022-06-28,0,1,0,0,1,0,1,1,0,[3821.55004883],[3818.83007812],[3831.38989258],[-2.7199707],[9.83984375],ירידה,עלייה
Germany moves closer to gas rationing as Russia chokes supplies,2022-06-23,1,0,1,0,0,0,0,1,1,[3795.72998047],[3911.73999023],[3785.37988281],[116.01000977],[-10.35009766],עלייה,ירידה
UK economy ‘running on empty’ as post-pandemic order books dry up,2022-06-23,1,0,0,0,0,1,0,1,1,[3795.72998047],[3911.73999023],[3785.37988281],[116.01000977],[-10.35009766],עלייה,ירידה
Labor accuses Dutton of ‘rank politics’ after Coalition plan to buy US nuclear subs revealed,2022-06-09,0,0,1,0,0,0,0,1,1,[4017.82006836],[3900.86010742],[3666.77001953],[-116.95996094],[-351.05004883],ירידה,ירידה
Is the Conservative party the Woolworths of politics? | Brief letters,2022-06-12,0,0,1,0,0,1,0,1,1,,[3749.62988281],,,,ללא שינוי,ללא שינוי
Pomp and politics: Inside the 10 June Guardian Weekly,2022-06-08,1,0,0,0,0,0,0,1,1,[4115.77001953],[4017.82006836],[3789.98999023],[-97.94995117],[-325.7800293],ירידה,ירידה
Secret City: behind the untold gay history of DC politics,2022-06-09,1,1,1,1,0,0,0,1,1,[4017.82006836],[3900.86010742],[3666.77001953],[-116.95996094],[-351.05004883],ירידה,ירידה
City donations worth £15m raise concerns over influence on UK politics,2022-06-06,0,0,1,0,0,0,0,1,1,[4121.43017578],[4160.68017578],[3749.62988281],[39.25],[-371.80029297],עלייה,ירידה
"The US academic, the hero of the genocide, and the fake plot to topple Rwanda’s president",2022-06-21,1,0,1,0,1,0,0,1,1,[3764.79003906],[3759.88989258],[3821.55004883],[-4.90014648],[56.76000977],ירידה,עלייה
Anthony Albanese to meet EU president– as it happened,2022-06-24,1,1,1,1,0,1,0,1,1,[3911.73999023],,[3825.33007812],,[-86.40991211],ללא שינוי,ירידה
Gustavo Petro becomes Colombia’s first leftist president | First Thing,2022-06-20,1,1,0,1,0,0,0,1,1,,[3764.79003906],[3900.11010742],,,ללא שינוי,ללא שינוי
QC to examine NUS president election in antisemitism inquiry ,2022-06-01,1,0,1,0,0,0,0,1,0,[4101.22998047],[4176.81982422],[4115.77001953],[75.58984375],[14.54003906],עלייה,עלייה
Gustavo Petro: first leftist president faces tough challenge in Colombia,2022-06-20,1,1,0,1,0,0,0,1,1,,[3764.79003906],[3900.11010742],,,ללא שינוי,ללא שינוי
Could the US supreme court give state legislatures unchecked election powers? ,2022-07-07,1,0,1,0,0,0,0,1,1,[3902.62011719],[3899.37988281],[3790.37988281],[-3.24023438],[-112.24023438],ירידה,ירידה
How the movement to undermine election results is spreading in the US | The fight to vote,2022-07-29,1,0,0,0,0,0,0,1,1,[4130.29003906],,[4145.18994141],,[14.89990234],ללא שינוי,עלייה
Fox and friends confront billion-dollar US lawsuits over election fraud claims,2022-07-04,1,0,1,0,0,0,0,1,1,,[3831.38989258],[3854.42993164],,,ללא שינוי,ללא שינוי
Papua New Guinea election: what’s at stake? ,2022-07-01,1,0,1,0,0,0,0,1,1,[3825.33007812],,[3899.37988281],,[74.04980469],ללא שינוי,עלייה
Transferable votes in an election? Surely that’s crazy | Letter,2022-07-14,0,0,1,0,0,0,0,1,0,[3790.37988281],[3863.15991211],[3998.94995117],[72.7800293],[208.57006836],עלייה,עלייה
Occupy Temple Trees: Sri Lankans revel in overrun presidential palace,2022-07-10,0,0,1,1,0,0,0,1,1,,[3854.42993164],,,,ללא שינוי,ללא שינוי
Sri Lanka opposition leader quits presidential run in bid to stymie Wickremesinghe,2022-07-19,0,0,1,0,0,1,0,1,1,[3936.68994141],[3959.89990234],[3921.05004883],[23.20996094],[-15.63989258],עלייה,ירידה
Bipartisan Senate group reaches deal to reform Electoral Count Act,2022-07-20,1,1,1,0,1,0,0,1,1,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
It’s not just the far right that should worry us. It’s their ideas seeping into the mainstream | Kenan Malik,2022-07-03,1,0,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
We Are Russia review – portrait of the brave young activists aiming to oust Putin,2022-07-11,1,0,1,0,0,1,0,1,0,[3854.42993164],[3818.80004883],[3830.85009766],[-35.62988281],[-23.57983398],ירידה,ירידה
How the movement to undermine election results is spreading in the US | The fight to vote,2022-07-29,1,0,0,0,0,0,0,1,1,[4130.29003906],,[4145.18994141],,[14.89990234],ללא שינוי,עלייה
Murdoch told Kushner on election night that Arizona result was ‘not even close’,2022-07-28,0,0,1,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
Guardian Media Group records strongest financial results since 2008,2022-07-20,0,1,0,0,0,0,1,1,1,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
Tory leadership race: Kemi Badenoch eliminated as Rishi Sunak tops poll of MPs – as it happened,2022-07-19,0,0,1,0,0,1,0,1,1,[3936.68994141],[3959.89990234],[3921.05004883],[23.20996094],[-15.63989258],עלייה,ירידה
Guardian Media Group plc (GMG) publishes 2021/22 statutory financial results,2022-07-20,0,1,0,1,1,0,1,0,0,[3959.89990234],[3998.94995117],[4023.61010742],[39.05004883],[63.71020508],עלייה,עלייה
Shinzo Abe assassination: Japanese head to polls in grief and disbelief,2022-07-09,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Papua New Guinea to head to polls amid election violence fears,2022-07-01,1,0,0,0,0,0,0,1,1,[3825.33007812],,[3899.37988281],,[74.04980469],ללא שינוי,עלייה
What an embarrassment that debate was: Labour will be laughing all the way to the polls | Polly Toynbee,2022-07-17,0,0,1,0,0,1,0,1,1,,[3830.85009766],,,,ללא שינוי,ללא שינוי
Guardian Essential poll: Albanese’s approval wavering as honeymoon fades,2022-07-11,1,0,0,0,0,0,1,1,1,[3854.42993164],[3818.80004883],[3830.85009766],[-35.62988281],[-23.57983398],ירידה,ירידה
"Most Americans do not want Biden or Trump in 2024, poll finds",2022-07-28,0,0,0,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
US military kills Islamic State leader in Syria airstrike,2022-07-12,1,1,0,0,0,0,0,1,1,[3818.80004883],[3801.7800293],[3936.68994141],[-17.02001953],[117.88989258],ירידה,עלייה
"China’s targeting of Australian military planes ‘aggressive and irresponsible’, US says",2022-07-28,1,0,1,0,0,0,0,1,1,[4072.42993164],[4130.29003906],[4151.93994141],[57.86010742],[79.51000977],עלייה,עלייה
"Risk of ‘conflict and strife’ in Europe over energy crisis, EU deputy warns",2022-07-08,1,0,1,0,0,0,0,1,1,[3899.37988281],,[3863.15991211],,[-36.2199707],ללא שינוי,ירידה
Ukraine’s military plans to limit free movement to make conscription easier,2022-07-06,1,0,0,0,0,0,0,1,1,[3845.08007812],[3902.62011719],[3801.7800293],[57.54003906],[-43.30004883],עלייה,ירידה
Country diary: An improbable blend of cocktail lounge and military dowdiness,2022-07-05,0,1,0,1,0,0,0,0,0,[3831.38989258],[3845.08007812],[3818.80004883],[13.69018555],[-12.58984375],עלייה,ירידה
TikTok on defense after report on foreign access of US user data,2022-07-01,1,0,1,0,0,0,0,1,1,[3825.33007812],,[3899.37988281],,[74.04980469],ללא שינוי,עלייה
"Balancing a budget and a pandemic, Labor must reboot public expectations | Katharine Murphy",2022-07-15,1,0,1,0,0,0,0,1,1,[3863.15991211],,[3961.62988281],,[98.4699707],ללא שינוי,עלייה
Chelsea in talks over signing Napoli’s Koulibaly to fix defensive crisis,2022-07-12,0,1,0,0,0,0,0,1,0,[3818.80004883],[3801.7800293],[3936.68994141],[-17.02001953],[117.88989258],ירידה,עלייה
Wagatha Christie: big-budget drama joins race to bring libel trial to screen,2022-07-31,0,0,1,0,0,0,0,1,0,,[4118.62988281],,,,ללא שינוי,ללא שינוי
Food experts’ tips on how to make the best of your budget,2022-07-09,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
US military kills Islamic State leader in Syria airstrike,2022-07-12,1,1,0,0,0,0,0,1,0,[3818.80004883],[3801.7800293],[3936.68994141],[-17.02001953],[117.88989258],ירידה,עלייה
